"Price","Beds","Lon","Lat"
137.95,"2",-2.990073,53.410404
70,"2",-2.931938,53.397793
99.95,"2",-2.9578516,53.398487
229.95,"2",-2.9785647,53.400593
105,"2",-2.976819,53.416958
165,"2",-2.94818,53.383553
135,"2",-2.9825144,53.39837
325,"2",-2.9259143,53.366253
79.95,"2",-2.9626727,53.394188
210,"2",-2.9997635,53.41434
200,"2",-2.9928067,53.408924
360,"2",-2.993986,53.400143
160,"2",-2.9121997,53.40171
85,"2",-2.9150124,53.433243
68,"2",-2.9697728,53.446507
68,"2",-2.9697728,53.446507
60,"2",-2.9684181,53.44653
259.95,"2",-2.9869235,53.397827
120,"2",-2.9340713,53.394943
79.95,"2",-2.9166677,53.398952
150,"2",-2.9156215,53.397156
188.5,"2",-2.9831498,53.41418
198,"2",-2.9951167,53.407997
75,"2",-2.9136684,53.437954
490,"2",-2.9965615,53.409954
169.95,"2",-2.9965615,53.409954
150,"2",-2.9470935,53.38473
162.95,"2",-2.9759307,53.40314
210,"2",-2.9974258,53.40831
125,"2",-2.98595,53.41362
110,"2",-2.9411075,53.444588
185.5,"2",-2.9831498,53.41418
200,"2",-2.9997635,53.41434
202.95,"2",-2.9870977,53.410553
179.95,"2",-2.9974258,53.40831
155,"2",-2.990745,53.405663
190,"2",-2.9995172,53.410892
189.95,"2",-2.9995172,53.410892
120,"2",-2.9365592,53.389755
165,"2",-3.0009942,53.413574
179.95,"2",-2.905056,53.40246
199.95,"2",-2.9773893,53.40115
285,"2",-2.9773893,53.40115
265,"2",-2.9871726,53.40989
225,"2",-2.9662027,53.39601
129.95,"2",-2.9855523,53.411377
190,"2",-2.9795713,53.39989
199.95,"2",-2.928608,53.379543
140,"2",-2.953917,53.382607
155,"2",-2.9797945,53.40044
163.45,"2",-2.9870977,53.410553
180,"2",-2.944436,53.381504
66,"2",-2.9665515,53.44257
150,"2",-2.9487832,53.381607
169.95,"2",-2.9871726,53.40989
55,"2",-2.8948524,53.40791
175,"2",-2.937039,53.390373
90,"2",-2.9783762,53.436935
55,"2",-2.967535,53.440792
210.95,"2",-2.9428592,53.389744
65,"2",-2.9390578,53.45132
185,"2",-2.927297,53.376644
45,"2",-2.9614382,53.45347
155,"2",-2.990745,53.405663
125,"2",-2.8980637,53.40397
110,"2",-2.9049103,53.44448
69.995,"2",-2.8946302,53.417397
40,"2",-2.948788,53.385883
130,"2",-2.8980637,53.40397
139.999,"2",-2.987041,53.410053
58,"2",-2.9669514,53.441612
230,"2",-2.9388132,53.375347
119.95,"2",-2.993405,53.421047
115,"2",-2.988311,53.428486
115,"2",-2.9522943,53.380634
240,"2",-2.9997635,53.41434
100,"2",-2.9428592,53.389744
169.95,"2",-3.0009942,53.413574
45,"2",-2.9822483,53.437084
190,"2",-2.9208384,53.381752
159.95,"2",-2.9887738,53.406925
120,"2",-3.0398202,53.48299
185,"2",-2.9164681,53.392464
199.95,"2",-2.9465046,53.38801
400,"2",-2.924358,53.37975
130,"2",-2.9856336,53.399284
172,"2",-2.994005,53.41322
140,"2",-2.992144,53.411484
59.95,"2",-2.962881,53.38944
160,"2",-2.948647,53.378193
169.95,"2",-2.9453702,53.38771
120,"2",-2.9505231,53.384136
179.95,"2",-2.9458964,53.384315
160,"2",-2.9210536,53.37919
195,"2",-2.9974258,53.40831
220,"2",-2.9928067,53.408924
89.95,"2",-2.8769746,53.43172
220,"2",-2.9928067,53.408924
260,"2",-2.9964302,53.410763
260,"2",-2.9965615,53.409954
105,"2",-2.9464517,53.46487
185,"2",-2.9055676,53.382633
195,"2",-2.9974258,53.40831
50,"2",-2.9694738,53.44792
226.044,"2",-2.9936316,53.405594
110,"2",-2.902056,53.35876
259,"2",-2.9465108,53.382866
154.95,"2",-2.9951167,53.407997
155,"2",-2.8926992,53.38771
200,"2",-2.9951167,53.407997
70,"2",-2.9617393,53.458805
97.5,"2",-2.8925123,53.43553
162.95,"2",-2.993446,53.406662
310,"2",-2.9869235,53.397827
140,"2",-2.9700513,53.378757
140,"2",-2.9700513,53.378757
155,"2",-2.9482062,53.38473
160,"2",-2.9964302,53.410763
175,"2",-2.900694,53.39034
325,"2",-2.8995843,53.38764
179.95,"2",-3.0013456,53.411243
195,"2",-2.9995172,53.410892
145,"2",-2.9013216,53.389454
159.95,"2",-2.9690843,53.377876
80,"2",-2.8876522,53.434177
145,"2",-2.8839376,53.424908
350,"2",-2.9340699,53.37496
215,"2",-2.9340699,53.37496
77.5,"2",-3.0052357,53.471535
170,"2",-2.833341,53.408653
65,"2",-2.8793638,53.42496
148.5,"2",-2.9974258,53.40831
179.95,"2",-2.95808,53.385227
160,"2",-2.95808,53.385227
139.95,"2",-2.9497921,53.381687
185,"2",-2.9856467,53.387493
145,"2",-2.9281156,53.37765
62,"2",-3.02301,53.39
179.95,"2",-2.900694,53.39034
179.95,"2",-2.986109,53.389923
219.95,"2",-2.9869692,53.389404
36.25,"2",-2.969548,53.45184
200,"2",-2.9822905,53.39061
80,"2",-2.9614382,53.45347
82.5,"2",-2.9661043,53.383698
150,"2",-2.9409022,53.377373
179.95,"2",-2.8815894,53.403065
199,"2",-2.8955083,53.37683
49.5,"2",-2.8109329,53.36392
169.95,"2",-2.9288933,53.377464
150,"2",-2.9419377,53.37866
90,"2",-2.9746513,53.3827
125,"2",-2.938715,53.370197
55,"2",-2.9601696,53.46399
150,"2",-2.9288933,53.377464
100,"2",-2.9641416,53.38267
250,"2",-2.8899412,53.370106
135.995,"2",-2.9688828,53.462963
90,"2",-2.9746513,53.3827
179.95,"2",-2.9497483,53.377014
235,"2",-2.9437754,53.38018
155,"2",-2.8946552,53.38562
350,"2",-2.918538,53.38036
115,"2",-2.9421446,53.376453
245,"2",-2.9869692,53.389404
80,"2",-2.8712902,53.422405
275,"2",-2.9359362,53.375072
169.95,"2",-2.917578,53.38115
135,"2",-2.874782,53.411438
150,"2",-2.968232,53.377403
159,"2",-2.917578,53.38115
140,"2",-2.9692514,53.37861
140,"2",-2.9281156,53.37765
65,"2",-2.940647,53.468037
190,"2",-2.9409022,53.377373
150,"2",-3.031201,53.475548
197,"2",-2.9720309,53.377888
249,"2",-2.9720309,53.377888
117,"2",-3.0216477,53.47051
129.95,"2",-2.9706397,53.378185
75,"2",-2.939728,53.373886
85,"2",-3.0072193,53.46242
104.95,"2",-2.8514862,53.4284
127,"2",-2.92327,53.36212
95,"2",-3.05112,53.4286
130,"2",-2.9248848,53.361748
210,"2",-2.8588517,53.38687
295,"2",-2.9273233,53.36886
90,"2",-2.9017656,53.369907
75,"2",-2.9942238,53.46192
300,"2",-2.8791163,53.37796
190,"2",-2.8630219,53.381935
210,"2",-2.9825447,53.474052
190,"2",-2.9825447,53.474052
119.95,"2",-2.9045887,53.358444
199.95,"2",-2.9259143,53.366253
85,"2",-2.90057,53.3543
105,"2",-2.8514862,53.4284
170,"2",-2.8623867,53.388447
199.95,"2",-2.8630219,53.381935
270,"2",-2.8661814,53.387978
80,"2",-3.018713,53.469383
150,"2",-3.0004518,53.4712
175,"2",-3.0004518,53.4712
120,"2",-2.8785582,53.37713
115,"2",-2.9045887,53.358444
193,"2",-2.8778281,53.37745
140,"2",-2.8632543,53.383766
93.5,"2",-2.8437064,53.410973
194.95,"2",-2.8614433,53.38267
250,"2",-2.8654547,53.37884
179.95,"2",-2.873755,53.372337
115,"2",-3.0216477,53.47051
115,"2",-3.0216477,53.47051
58,"2",-2.9994135,53.46612
110,"2",-2.9088466,53.36224
245,"2",-2.8706007,53.373188
112.995,"2",-2.8482792,53.40793
115,"2",-2.8992143,53.36509
40,"2",-2.8973064,53.478725
145,"2",-2.9221115,53.361355
215,"2",-2.8638942,53.377506
90,"2",-3.0076506,53.473637
100,"2",-2.872629,53.37461
190,"2",-2.8730958,53.37244
70,"2",-2.8946807,53.34811
119.95,"2",-2.8387249,53.40552
125,"2",-2.902056,53.35876
160,"2",-2.8539186,53.37854
95,"2",-3.0202637,53.470592
85,"2",-3.0202637,53.470592
67.5,"2",-2.8941536,53.353794
75,"2",-2.8391528,53.391354
180,"2",-2.8594787,53.37919
89,"2",-2.80398,53.431
140,"2",-2.9120378,53.48761
125,"2",-3.0201862,53.473648
75,"2",-3.0148537,53.468643
159.995,"2",-2.8520494,53.361717
105,"2",-2.8986392,53.35561
125,"2",-3.0199862,53.48101
94.95,"2",-2.8238125,53.412243
65,"2",-2.8326004,53.426193
99.95,"2",-2.8343663,53.40264
120,"2",-3.0171824,53.46837
115,"2",-2.9005947,53.356434
87,"2",-2.80093,53.4232
80,"2",-2.888238,53.359753
109.995,"2",-2.8238125,53.412243
73,"2",-2.894209,53.35427
40,"2",-2.8811915,53.485657
117.5,"2",-2.8263917,53.41103
65,"2",-2.8216112,53.417454
89.95,"2",-2.8993638,53.35507
109.95,"2",-2.8238125,53.412243
210,"2",-3.0086918,53.49149
85,"2",-3.0280476,53.477867
65,"2",-2.8799775,53.487427
145,"2",-3.0199685,53.471485
110,"2",-3.032767,53.47738
85,"2",-3.0185523,53.480286
120,"2",-3.0199862,53.48101
90,"2",-2.823025,53.40964
180,"2",-3.0351057,53.47689
95,"2",-3.0272048,53.477913
95,"2",-2.93235,53.5057
160,"2",-3.0376637,53.48662
75,"2",-2.8943987,53.346844
150,"2",-2.9972064,53.49855
99.95,"2",-3.034069,53.480118
99.95,"2",-3.034069,53.480118
175,"2",-3.022333,53.49087
129.95,"2",-2.8344078,53.367855
80,"2",-2.8941321,53.34559
180,"2",-3.0170414,53.493973
220,"2",-3.0086918,53.49149
100,"2",-3.0328207,53.479588
80,"2",-2.8951378,53.49739
120,"2",-3.0293493,53.492428
145,"2",-3.026597,53.490185
220,"2",-3.0014572,53.501724
160,"2",-3.0467262,53.484375
212.5,"2",-3.041453,53.487495
80,"2",-2.8951378,53.49739
285,"2",-3.007407,53.500866
70,"2",-2.9972928,53.49581
230,"2",-2.9825263,53.50651
110,"2",-3.0297754,53.495705
110,"2",-3.02116,53.49286
98,"2",-3.0427244,53.484653
85,"2",-2.8429122,53.346455
195,"2",-3.0467262,53.484375
125,"2",-3.048595,53.497204
180,"2",-3.0460885,53.490917
150,"2",-3.0472157,53.49139
155,"2",-3.051198,53.489693
75,"2",-3.0303,53.4134
50,"2",-2.95136,53.4151
199.995,"2",-2.9917,53.4087
75,"2",-3.023,53.3866
123.95,"2",-3.0671,53.4353
69.95,"2",-2.91998,53.4083
95,"2",-2.96204,53.4121
60,"2",-2.949381,53.415913
229.995,"2",-3.07027,53.4319
49.95,"2",-2.97983,53.4446
49.95,"2",-2.96192,53.425
200,"2",-3.01074,53.348
59.95,"2",-2.949666,53.413197
40,"2",-2.955273,53.426384
70,"2",-2.92165,53.4126
55,"2",-2.98986,53.455
189.95,"2",-2.99658,53.4111
165,"2",-2.962586,53.399006
110,"2",-2.87265,53.3746
75,"2",-2.9672341,53.427555
85,"2",-3.05839,53.3676
85,"2",-2.91381,53.422806
99.95,"2",-2.9351625,53.400814
75,"2",-2.94566,53.4287
104.95,"2",-2.9365592,53.389755
89.95,"2",-2.9175887,53.422886
59.995,"2",-2.946798,53.42835
110,"2",-2.9585674,53.398876
145,"2",-2.9004006,53.428444
120,"2",-2.91709,53.4173
175,"2",-2.96272,53.3977
90,"2",-2.94562,53.4363
140,"2",-2.97008,53.3787
110,"2",-2.88151,53.4234
135,"2",-2.9664972,53.400368
70,"2",-3.03118,53.4207
69.95,"2",-2.91947,53.398483
140,"2",-2.9156215,53.397156
136.95,"2",-2.79642,53.4321
80,"2",-2.9627562,53.39655
65,"2",-2.9749396,53.432804
330,"2",-2.9227,53.3808
159.95,"2",-2.969251,53.378613
120.995,"2",-2.96204,53.4284
100,"2",-2.927978,53.401733
150,"2",-2.98228,53.42173
94.95,"2",-2.98751,53.4172
79.95,"2",-2.951626,53.391113
130,"2",-2.98553,53.3989
90,"2",-2.92424,53.4035
69.95,"2",-2.9835103,53.433712
55,"2",-3.02785,53.3806
89.95,"2",-2.987248,53.4547
229.95,"2",-2.97859,53.4006
39.95,"2",-2.97669,53.4286
140,"2",-2.97605,53.4034
69.5,"2",-2.98687,53.4476
65,"2",-2.97446,53.44152
297,"2",-2.9943326,53.40662
185,"2",-2.94446,53.3815
79.95,"2",-2.9300828,53.39825
230,"2",-2.9869235,53.397827
125,"2",-2.91122,53.3984
195.5,"2",-2.983484,53.41532
189.95,"2",-2.9595792,53.3857
185,"2",-2.9595792,53.3857
134.95,"2",-2.9892104,53.39851
175,"2",-2.95808,53.385227
179.95,"2",-2.95808,53.385227
155,"2",-3.02837,53.4053
99.95,"2",-2.99049,53.419
185.5,"2",-2.98318,53.4142
90,"2",-2.98002,53.3881
100,"2",-2.93276,53.3903
149.95,"2",-3.02856,53.4049
159.95,"2",-2.8952587,53.3764
165,"2",-2.9208384,53.381752
125,"2",-3.03889,53.4387
157,"2",-2.9834564,53.39096
260,"2",-2.99659,53.4099
49.5,"2",-2.81096,53.3639
195,"2",-2.98318,53.4142
177,"2",-3.05218,53.3807
155.95,"2",-2.928608,53.379543
125,"2",-2.97067,53.3782
45,"2",-2.96904,53.4511
94.5,"2",-2.9694343,53.380047
130,"2",-2.9679675,53.37835
120,"2",-2.8961608,53.45082
110,"2",-2.95347,53.3817
110,"2",-2.89619,53.4508
140,"2",-2.9323242,53.376244
260,"2",-2.99658,53.4111
89.95,"2",-3.02579,53.385
87,"2",-2.9867,53.4509
199.95,"2",-2.92269,53.3795
84.95,"2",-3.01234,53.3923
59.95,"2",-2.81079,53.4297
145,"2",-2.95259,53.387
60,"2",-2.99495,53.4475
100,"2",-2.9867,53.4509
115,"2",-3.04709,53.419
134.95,"2",-3.03463,53.4303
120,"2",-3.04675,53.385
124.95,"2",-2.98466,53.4485
99,"2",-2.9867,53.4509
140,"2",-2.96928,53.3786
599,"2",-2.8761148,53.389183
201,"2",-3.0009942,53.413578
180,"2",-2.99472,53.4092
40,"2",-2.99322,53.4494
192.5,"2",-2.92269,53.3795
129.95,"2",-2.92108,53.3792
110,"2",-3.04507,53.4385
160,"2",-3.0371,53.4391
130,"2",-3.03889,53.4387
50,"2",-2.99351,53.449
225,"2",-2.8955083,53.37683
55,"2",-2.9419,53.4669
79.95,"2",-3.03968,53.4226
147.5,"2",-3.05752,53.4317
41.25,"2",-2.9914,53.4416
85,"2",-3.03501,53.3961
104,"2",-2.96742,53.3796
63,"2",-3.02439,53.3837
80,"2",-3.04625,53.4148
60,"2",-3.02798,53.4096
120,"2",-3.02856,53.4049
59.95,"2",-2.9899578,53.44678
99,"2",-2.99281,53.4611
70,"2",-3.02033,53.3842
65,"2",-2.8600173,53.431995
459,"2",-2.8912766,53.377186
79.95,"2",-3.04625,53.4148
60,"2",-3.02417,53.3856
545,"2",-2.8912766,53.377186
38.5,"2",-3.01701,53.3831
87.5,"2",-3.01348,53.395153
60,"2",-3.00199,53.4606
129.95,"2",-3.04749,53.4182
85,"2",-2.99391,53.3576
80,"2",-3.02301,53.39
59.995,"2",-3.00414,53.459
115,"2",-2.8552,53.4313
56,"2",-2.997833,53.462315
125,"2",-3.04888,53.4167
159.95,"2",-3.05444,53.4335
144.95,"2",-3.05286,53.4153
69.95,"2",-2.9042993,53.488705
45,"2",-3.02301,53.39
64.95,"2",-3.0282,53.4159
107,"2",-3.01712,53.3941
104.95,"2",-2.97619,53.3438
42,"2",-3.0282,53.4159
185,"2",-2.8975034,53.36734
110,"2",-3.01685,53.3929
53,"2",-3.03091,53.3811
70,"2",-3.02783,53.4098
80,"2",-3.02301,53.39
119,"2",-2.8959,53.3765
74,"2",-2.87107,53.4714
65,"2",-2.97461,53.4665
92,"2",-3.016952,53.39297
38,"2",-3.01644,53.3738
125,"2",-2.86524,53.3705
59.95,"2",-3.05116,53.3991
122,"2",-3.0527,53.4385
59.95,"2",-3.01806,53.3772
74.95,"2",-3.04855,53.4105
100,"2",-2.87265,53.3746
127,"2",-3.03889,53.4387
90,"2",-3.05349,53.4127
110,"2",-2.8992143,53.36509
130,"2",-2.9233,53.3621
80,"2",-3.04208,53.4227
69.95,"2",-3.0354,53.4106
57.5,"2",-3.00716,53.3683
50,"2",-3.03094,53.3809
90,"2",-2.9985,53.3663
140,"2",-2.99822,53.3577
79.95,"2",-3.03828,53.3884
55,"2",-3.05013,53.4112
280,"2",-3.03959,53.4116
35,"2",-3.02897,53.4157
72.5,"2",-3.03313,53.4129
89.995,"2",-3.0379,53.3885
69.95,"2",-2.90939,53.464
199.995,"2",-3.05626,53.415
67,"2",-3.02301,53.39
59.95,"2",-3.01027,53.3671
139.95,"2",-3.04873,53.4338
195,"2",-2.865343,53.388184
100,"2",-2.915568,53.358242
79.999,"2",-3.01314,53.4637
300,"2",-2.9204133,53.366997
110,"2",-3.03889,53.4387
146.95,"2",-3.0438,53.3763
79.95,"2",-3.02006,53.3818
59.5,"2",-3.02301,53.39
230,"2",-3.05756,53.3728
84.95,"2",-3.04259,53.4121
300,"2",-3.00804,53.3663
119.95,"2",-3.07564,53.3858
114.95,"2",-3.03943,53.4234
124.999,"2",-3.0671,53.4353
65,"2",-3.02443,53.3773
110,"2",-3.04283,53.4214
87,"2",-3.0419,53.3976
55,"2",-2.99552,53.3611
78,"2",-3.02592,53.3828
105,"2",-3.04159,53.4325
110,"2",-3.01224,53.3647
79.95,"2",-3.03052,53.3818
95,"2",-3.03573,53.3895
70,"2",-3.03518,53.3824
145.95,"2",-2.98586,53.3566
85,"2",-3.01362,53.3923
89.995,"2",-3.02027,53.3767
75,"2",-3.0307,53.3814
35,"2",-3.03688,53.38891
67,"2",-3.019483,53.37011
135,"2",-2.9233766,53.3615
179.95,"2",-3.00243,53.3504
84.95,"2",-3.04838,53.416
59.95,"2",-3.04907,53.4107
55,"2",-3.01724,53.3764
95,"2",-3.02369,53.3795
65,"2",-3.01452,53.3731
64.995,"2",-2.86996,53.4895
45,"2",-3.04479,53.4374
95.95,"2",-3.04002,53.3753
95,"2",-3.05142,53.4209
95,"2",-3.0454,53.3843
66.5,"2",-2.894209,53.35427
109.95,"2",-2.894209,53.35427
100,"2",-3.04002,53.3753
110,"2",-2.89939,53.3551
125,"2",-3.0671,53.4353
134.95,"2",-3.04151,53.3842
92.5,"2",-3.05875,53.3863
119.95,"2",-3.0582,53.3854
147.5,"2",-3.01847,53.3492
42,"2",-2.90298,53.4773
73.5,"2",-3.05223,53.3985
82.5,"2",-2.97068,53.4945
180,"2",-3.05416,53.3868
117,"2",-2.80484,53.4064
74,"2",-3.05116,53.3991
240,"2",-3.04298,53.3803
114.95,"2",-3.05918,53.3867
144.95,"2",-3.04153,53.382
149.95,"2",-2.9710374,53.482674
131.5,"2",-3.04334,53.3728
135,"2",-3.04864,53.3822
100,"2",-3.04838,53.416
86,"2",-2.90225,53.4762
127.5,"2",-3.05821,53.3729
225,"2",-3.04298,53.3803
84.95,"2",-2.89233,53.4982
52,"2",-3.02337,53.3773
72.5,"2",-3.01766,53.3781
140,"2",-2.99822,53.3577
90,"2",-3.03507,53.3839
97.5,"2",-2.97973,53.3366
54.995,"2",-2.881549,53.48471
90,"2",-3.08911,53.4154
75,"2",-3.015556,53.37029
59,"2",-3.01806,53.3772
127.95,"2",-3.04334,53.3728
100,"2",-3.04277,53.4331
80,"2",-3.02616,53.3777
90,"2",-3.06642,53.4231
140,"2",-3.00582,53.3402
116.95,"2",-3.01034,53.486
125,"2",-3.06033,53.3876
104.95,"2",-2.98405,53.3431
110,"2",-3.04647,53.386
79.95,"2",-2.8557699,53.35616
87.5,"2",-2.93235,53.5057
158,"2",-2.93351,53.5056
110,"2",-3.04832,53.3767
90,"2",-3.01792,53.4697
100,"2",-3.05306,53.3932
110,"2",-2.87361,53.4763
78,"2",-2.8575747,53.35402
125,"2",-3.04278,53.369
99.995,"2",-2.974518,53.487415
139.95,"2",-3.02021,53.4736
82,"2",-3.03876,53.3699
115,"2",-2.82246,53.3977
139.95,"2",-3.00582,53.3402
60,"2",-2.80011,53.4292
120,"2",-2.97196,53.4945
35,"2",-3.06032,53.4023
95,"2",-2.89473,53.501
80,"2",-2.8951378,53.497395
85,"2",-2.89473,53.501
125,"2",-2.80484,53.4064
80,"2",-2.80064,53.4317
115,"2",-3.05875,53.3863
89.95,"2",-3.05752,53.3937
119.995,"2",-2.8205507,53.37096
184.995,"2",-2.99331,53.3395
169.95,"2",-2.94664,53.5049
110,"2",-3.05682,53.38
86,"2",-2.80093,53.4232
160,"2",-2.93351,53.5056
150,"2",-2.98672,53.3441
100,"2",-3.08007,53.3728
79.95,"2",-2.801111,53.42508
75,"2",-2.799454,53.42429
80,"2",-2.80104,53.425
83,"2",-2.79776,53.4248
175,"2",-2.9245,53.506
85,"2",-2.79887,53.4301
155,"2",-2.796,53.4268
84.95,"2",-2.8029,53.4312
159.95,"2",-2.79501,53.4269
210,"2",-3.09086,53.3537
83,"2",-2.832904,53.338543
104,"2",-2.79487,53.5062
289.95,"2",-3.07681,53.3357
55.445,"2",-2.94834,53.4303
195,"2",-2.90248,53.4273
65,"2",-2.92616,53.4015
69.95,"2",-2.94194,53.4014
170,"2",-2.91085,53.4274
164.95,"2",-2.96849,53.3968
155,"2",-2.94982,53.3817
99.5,"2",-2.98441,53.401
78.35,"2",-2.88768,53.4258
90,"2",-2.99379,53.4475
69.95,"2",-3.03088,53.3846
89,"2",-2.89736,53.4543
118,"2",-3.01685,53.3929
100,"2",-3.01685,53.3929
108,"2",-3.01766,53.3781
110,"2",-3.01584,53.3945
79.95,"2",-2.99906,53.4543
110,"2",-3.01685,53.3929
94.95,"2",-3.04201,53.3899
65,"2",-3.00037,53.3692
94,"2",-2.8937,53.4616
107,"2",-3.05875,53.3863
55,"2",-3.02161,53.3682
55,"2",-3.03422,53.3848
84.995,"2",-3.02439,53.3837
145,"2",-2.806235,53.405613
99.95,"2",-3.04231,53.3693
120,"2",-3.02537,53.3545
75,"2",-3.0302687,53.413425
128,"2",-3.04787,53.3827
64.95,"2",-3.06095,53.4045
110,"2",-3.00582,53.3402
115,"2",-2.79431,53.4271
77.5,"2",-2.85763,53.355
109,"2",-2.80289,53.4091
150,"2",-2.9939227,53.354828
45,"2",-3.022886,53.39606
142,"2",-3.00582,53.3402
70,"2",-3.0311525,53.420727
50,"2",-2.9787722,53.44827
55,"2",-2.986687,53.44219
55,"2",-2.986842,53.447575
35,"2",-2.986842,53.447575
75,"2",-2.9834542,53.442368
95,"2",-3.04228,53.369328
70,"2",-2.9884212,53.449448
60,"2",-2.989903,53.447117
65,"2",-2.9893055,53.440845
50,"2",-2.9787722,53.44827
40,"2",-2.9931931,53.44939
81.5,"2",-2.9898827,53.453373
300,"2",-3.08682,53.3302
90,"2",-2.9799933,53.38815
110,"2",-3.0283434,53.405342
75,"2",-3.012315,53.39232
110,"2",-3.0149767,53.394222
110,"2",-3.0450425,53.438557
80,"2",-3.0169187,53.37727
85,"2",-3.0349774,53.396065
75,"2",-3.024178,53.394123
80,"2",-3.0420494,53.422672
210,"2",-2.7996,53.3362
85,"2",-3.013594,53.392353
55,"2",-3.020692,53.40807
149.95,"2",-3.0285294,53.404945
95.95,"2",-2.85333,53.40924
35,"2",-3.028609,53.414482
99.13,"2",-3.0288446,53.418003
165,"2",-3.039091,53.419228
70,"2",-3.018657,53.37704
90,"2",-2.9984736,53.36634
50,"2",-3.0028453,53.462173
35,"2",-3.0306356,53.380684
89.95,"2",-3.0242476,53.383877
65,"2",-3.0169187,53.37727
80,"2",-3.051653,53.39838
65,"2",-3.0525289,53.398533
50,"2",-3.0215862,53.36816
75,"2",-3.0531168,53.398594
119.95,"2",-2.8500643,53.447636
88,"2",-2.879091,53.475903
75,"2",-2.9912472,53.484787
80,"2",-3.0462205,53.414814
125,"2",-3.035201,53.37429
45,"2",-3.0447576,53.43737
80,"2",-2.9865022,53.48488
299.95,"2",-3.0035155,53.34683
125,"2",-3.0448802,53.378548
145,"2",-3.0433185,53.376774
89.95,"2",-3.0342028,53.379
100,"2",-2.957833,53.49201
140,"2",-3.0540643,53.384586
110,"2",-3.0643349,53.400326
125,"2",-3.0482914,53.376667
110,"2",-3.0544071,53.382645
160,"2",-2.9945774,53.357143
80,"2",-3.0587227,53.386307
175,"2",-2.9996407,53.357773
110,"2",-3.0603034,53.387596
154.95,"2",-2.8247755,53.42079
169.95,"2",-2.82604,53.39832
135,"2",-2.7963965,53.432106
70,"2",-2.9856472,53.483105
180,"2",-3.0264287,53.355164
140,"2",-2.9800944,53.341488
110,"2",-3.012935,53.349392
122.5,"2",-2.9812376,53.340256
75,"2",-3.0492167,53.38678
95,"2",-3.057492,53.393673
40,"2",-2.795259,53.40423
225,"2",-3.0647573,53.38291
82.5,"2",-2.970657,53.49452
115,"2",-3.0451941,53.37664
130,"2",-3.0787842,53.402515
200,"2",-3.0026946,53.343212
115,"2",-3.0289629,53.352463
285,"2",-3.0614562,53.386196
85,"2",-2.7928667,53.427643
110,"2",-3.0650258,53.393658
185,"2",-3.0647573,53.38291
140,"2",-3.0433125,53.482212
120,"2",-2.7934902,53.41102
102.5,"2",-3.012935,53.349392
190,"2",-2.993814,53.496593
135,"2",-3.0344486,53.489517
92.5,"2",-3.0876188,53.41511
105,"2",-3.0883553,53.370876
45,"2",-3.0535803,53.392067
60,"2",-2.9949257,53.4475
100,"2",-3.0149767,53.394222
159.995,"2",-2.8750207,53.372498
90,"2",-3.066394,53.423122
159.95,"2",-3.066298,53.380184
97.62,"2",-2.96427,53.417
109,"2",-2.9388733,53.427258
75,"2",-2.9470656,53.41462
85,"2",-2.948726,53.422974
62.5,"2",-2.9496667,53.413197
60,"2",-2.9333098,53.423355
40,"2",-2.9454217,53.410378
89.95,"2",-2.9444234,53.40878
75,"2",-2.9441001,53.40844
109.95,"2",-2.9588785,53.418056
42,"2",-2.921268,53.414173
120,"2",-2.9572303,53.409664
55,"2",-2.9489937,53.430946
65,"2",-2.9179783,53.41442
95,"2",-2.917384,53.41616
80,"2",-2.9237578,53.402027
49.95,"2",-2.9344926,53.401134
69.95,"2",-2.9360156,53.43624
89.95,"2",-2.9104753,53.418156
82,"2",-2.9108403,53.414818
84.95,"2",-2.9100642,53.41582
70,"2",-2.9237578,53.402027
95,"2",-2.960418,53.401585
74.95,"2",-2.9089398,53.4146
80,"2",-2.9086154,53.413498
65,"2",-2.9070506,53.41349
69.95,"2",-2.9129338,53.404385
54.95,"2",-2.9034722,53.409336
72.999,"2",-2.8930933,53.41658
75,"2",-2.9627223,53.388397
30,"2",-2.8853278,53.41866
119.95,"2",-2.9505231,53.384136
95,"2",-2.883044,53.42318
65.95,"2",-2.8825157,53.4202
73,"2",-2.8806722,53.416187
52.95,"2",-2.8772287,53.425785
55,"2",-2.877098,53.427475
64.95,"2",-2.8716836,53.41957
69.95,"2",-2.8718748,53.42597
79.95,"2",-2.8688946,53.424473
119.95,"2",-2.933746,53.373222
65,"2",-2.8652723,53.426914
110,"2",-2.8633258,53.42444
98,"2",-2.8633258,53.42444
69.95,"2",-2.8592434,53.41975
99.95,"2",-2.8464847,53.428146
120,"2",-2.9204037,53.360912
100,"2",-2.82648,53.410137
82.5,"2",-2.8586974,53.345585
94.95,"2",-2.8261416,53.346096
57,"2",-3.01806,53.3772
93.62,"2",-2.87771,53.4342
73.26,"2",-2.87432,53.4129
52,"2",-3.0372727,53.3983
59,"2",-2.8019702,53.429153
70,"2",-2.801783,53.424816
145,"3",-2.97271,53.4165
135,"3",-2.93166,53.4266
110,"3",-2.93494,53.4484
190,"3",-2.88696,53.4331
165,"3",-2.88339,53.4152
164.95,"3",-2.93185,53.4835
220,"3",-2.869273,53.39065
330,"3",-2.87914,53.378
155,"3",-2.848693,53.426758
162.95,"3",-2.85981,53.3854
195,"3",-2.823551,53.42102
240,"3",-3.01518,53.4918
199.995,"3",-2.88768,53.4342
129.95,"3",-2.90355,53.4181
